,image,proposed manus
430,P91-Fg018-R-C01-R01-D29032015-T114837-LR445 _PSC,"['4Q304', '4Q550', '4Q32', '4Q435', '4Q329', '2Q17', '4Q33', '4Q5', '4Q82', '4Q47', '4Q37', '4Q491', '4Q104', '4Q86', '4Q491', '4Q176', '11Q17', '4Q56', '4Q378', '4Q78']"
431,P92-Fg025-R-C01-R01-D07052015-T110525-LR445 _PSC,"['4Q282', '11Q13', '4Q82', '4Q56', '4Q471', '4Q9999', '4Q531', '4Q531', '11Q5', '11Q18', '4Q214', '4Q82', '4Q177', '4Q389', '4Q9999', '4Q86', '4Q565', 'XQ5a', '4Q87', '4Q27']"
432,P68-Fg008-R-C01-R01-D06102015-T133545-LR445 _PSC,"['4Q582', '4Q402', '4Q299', '4Q161', '4Q411', '4Q418', '4Q51', '4Q284', '4Q51', '4Q267', '4Q470', '4Q418', '4Q282', '4Q526', '4Q39', '4Q418', '4Q80', '4Q270', '4Q51', '4Q80']"
433,P69-Fg007-R-C01-R01-D23122015-T140317-LR445 _PSC,"['4Q433', '4Q27', '4Q405', '4Q306', '4Q531', '4Q197', '4Q438', '4Q438', '4Q82', '4Q299', '4Q388', '4Q471', '4Q9999', '4Q52', '4Q373', '4Q548', '4Q412', '4Q37', '4Q435', '4Q531']"
434,P581-Fg018-R-C01-R01-D06022014-T143503-LR445 _ColorCalData_IAA_Both_CC110304_110702,"['4Q286', '4Q51', '4Q426', '4Q197', '4Q379', '4Q374', '4Q167', '4Q543', '4Q270', '4Q286', '4Q266', '4Q51', '4Q51', '4Q227', '4Q537', '4Q525', '4Q82', '4Q57', '4Q51', '4Q99']"
435,P73-Fg038-R-C01-R01-D20082015-T144505-LR445 _PSC,"['4Q299', '4Q375', '4Q82', '4Q27', '4Q197', '4Q51', '4Q531', '4Q531', '4Q543', '4Q405', '4Q321a-190', '4Q23', '4Q206', '4Q373', '4Q404', '4Q284', '4Q301', '4Q197', '4Q299', '4Q266']"
436,P8-Fg025-R-C01-R01-D23062015-T122914-LR445 _PSC,"['4Q382', '4Q432', '4Q196', '4Q382', '4Q382', '4Q502', '4Q391', '4Q432', '4Q382', '4Q391', '4Q391', 'MUR41', '4Q382', '4Q382', '4Q196', '4Q502', '4Q391', '4Q502', '4Q382', '4Q502']"
437,P78-Fg015-R-C01-R01-D17072014-T115125-LR445 _PSC,"['4Q418', '4Q260', '4Q418', '4Q30', '4Q404', '4Q418', '2Q33', '4Q282', '4Q56', '4Q491', '4Q418', '4Q418', '4Q184', '4Q418', '4Q301', '4Q202', '4Q48', '4Q479', '4Q260', '4Q341']"
438,P8-Fg092-R-C01-R01-D29062015-T140419-LR445 _PSC,"['4Q208', '4Q196', 'MUR41', '4Q418', '6Q22', '4Q553', '4Q418', '4Q541', '4Q208', '4Q53', '4Q541', '11Q25', '4Q418', '4Q224', '4Q502', '4Q382', '4Q196', '4Q418', 'MUR41', '6Q16']"
439,P8-Fg077-R-C01-R01-D29062015-T111702-LR445 _PSC,"['4Q382', '4Q432', '4Q382', '4Q382', '4Q382', '4Q502', '4Q224', '4Q391', '4Q382', '4Q196', '4Q502', '6Q16', '4Q391', '4Q502', '4Q273', '4Q502', '4Q432', '4Q382', '4Q502', '6Q18']"
440,P7-Fg085-R-C01-R01-D03042016-T111030-LR445 _PSC,"['4Q196', '4Q502', '4Q176', '4Q391', '4Q176', '6Q9', '4Q418', '4Q558', 'MUR38', '4Q223', '4Q432', '4Q78', '4Q382', '4Q269', '4Q269', '4Q502', '4Q208', '4Q432', '4Q382', '6Q7']"
441,P70-Fg064-R-C01-R01-D11092016-T111356-LR445 _PSC,"['4Q82', '11Q13', 'XQ5a', '4Q531', '4Q214', '4Q266', '4Q23', '4Q87', '4Q525', '11Q10', '4Q56', '4Q52', '4Q433', '4Q418', '4Q86', '4Q177', '4Q160', '4Q299', '4Q82', '4Q301']"
442,P70-Fg054-R-C01-R01-D08092016-T125009-LR445 _PSC,"['4Q418', '4Q176', '4Q307', '4Q321a-190', '4Q57', '4Q260', '4Q404', '4Q301', '4Q491', '4Q51', '4Q393', '11Q17', '4Q435', '4Q86', '4Q5', '4Q90', '4Q83', '4Q37', '1Q5', '4Q202']"
443,P68-Fg068-R-C01-R01-D08102015-T123731-LR445 _PSC,"['4Q269', '4Q418', '4Q269', '6Q18', '4Q196', '4Q418', '4Q541', '4Q265', '4Q221', '4Q418', '4Q380', '11Q25', '4Q418', '6Q18', '4Q418', '4Q418', '4Q400', '4Q202', '4Q381', '4Q418']"
444,P95-Fg028-R-C01-R01-D06072015-T090057-LR445 _PSC,"['4Q491', '4Q52', '4Q436', '4Q202', '4Q30', '4Q260', '4Q176', '4Q404', '4Q56', '4Q160', '4Q299', '4Q209', '4Q266', '4Q418', '11Q17', '4Q321a-190', '11Q17', '4Q301', '4Q83', '11Q7']"
445,P94-Fg087-R-C01-R01-D14062015-T152339-LR445 _PSC,"['4Q270', '4Q426', '4Q167', '4Q286', '4Q51', '4Q266', '4Q374', '4Q543', '4Q51', '4Q227', '4Q216', '4Q379', '4Q197', '3Q5', '4Q266', '4Q51', '4Q51', '4Q99', '4Q324', '8Q5']"
446,P581-Fg017-R-C01-R01-D06022014-T142539-LR445 _ColorCalData_IAA_Both_CC110304_110702,"['4Q286', '4Q51', '4Q426', '4Q379', '4Q543', '4Q82', '4Q374', '4Q167', '4Q270', '4Q227', '4Q537', '4Q286', '4Q266', '4Q197', '4Q525', '4Q324', '4Q51', '4Q99', '4Q51', '4Q51']"
447,P92-Fg052-R-C01-R01-D10052015-T111424-LR445 _PSC,"['4Q477', '4Q533', '4Q56', '4Q84', '4Q33', '4Q176', '4Q329', '4Q491', '4Q78', '4Q212', '4Q32', '4Q197', '4Q5', '2Q17', '4Q491', '4Q213a', '4Q307', '4Q378', '4Q284', '4Q328']"
448,P79-Fg020-R-C01-R01-D23072014-T144953-LR445 _PSC,"['4Q537', '4Q458', '4Q172', '4Q203', '4Q450', '4Q51', '4Q23', '4Q42', '4Q282', '4Q51', '4Q299', '4Q110', '4Q410', '4Q454', '4Q158', '4Q429', '4Q364', '4Q381', '4Q379', '4Q521']"
449,P71-Fg009-R-C01-R01-D09092015-T092143-LR445 _PSC,"['4Q381', '4Q80', '4Q266', '4Q381', '4Q51', '4Q423', '4Q51', '4Q543', '4Q27', '4Q39', '4Q286', '4Q537', '4Q267', '4Q267', '4Q267', '4Q39', '4Q381', '4Q525', '4Q379', '4Q51']"
450,P43-Fg004-R-C01-R01-D07122015-T112426-LR445 _PSC,"['4Q230', '11Q17', '4Q209', '4Q55', '4Q388', '4Q16', '4Q334', '2Q4', '4Q26', '4Q299', '4Q51', '4Q55', '4Q260', '4Q37', '4Q266', '4Q299', '4Q55', '4Q400', '4Q550', '2Q4']"
451,P7-Fg065-R-C01-R01-D30032016-T133114-LR445 _PSC,"['6Q26', '4Q502', 'MUR48', 'MUR115', '6Q9', '4Q519', '4Q196', '4Q558', 'MUR41', '4Q519', '4Q224', '11Q25', '4Q196', '4Q382', '6Q26', '4Q558', '4Q502', '4Q558', '4Q196', '4Q572']"
452,P90-Fg082-R-C01-R01-D29042015-T094850-LR445 _PSC,"['4Q401', '4Q264', '4Q470', '4Q177', '2Q22', '4Q83', '4Q173', '4Q536', '4Q23', '4Q87', '4Q58', '4Q47', '4Q141', '4Q60', '4Q226', '4Q160', '4Q111', '4Q51', '4Q57', '4Q103']"
453,P71-Fg013-R-C01-R01-D09092015-T095649-LR445 _PSC,"['4Q27', '4Q161', '4Q51', '4Q374', '4Q381', '4Q51', '4Q254', '4Q522', '4Q51', '4Q80', '4Q38d', '4Q76', '4Q57', '4Q77', '4Q51', '4Q364', '11Q17', '4Q270', '4Q543', '4Q525']"
454,P79-Fg067-R-C01-R01-D24072014-T144930-LR445 _PSC,"['4Q51', '4Q23', '4Q47', '4Q111', '4Q44', '4Q264', '4Q57', '6Q11', '4Q299', '4Q401', '4Q51', '4Q27', '4Q51', '4Q264a-110', '4Q403', '4Q174', '4Q418', '4Q51', '4Q177', '4Q531']"
455,P96-Fg006-R-C01-R01-D10082015-T134332-LR445 _PSC,"['4Q379', '2Q23', '4Q389', '2Q23', '4Q286', '2Q24', '4Q299', '4Q261', '2Q23', '4Q7', '4Q282', '4Q299', '2Q24', '4Q56', '1Q29', '4Q342', '4Q40', '4Q226', '4Q287', '4Q507']"
456,P95-Fg097-R-C01-R01-D08072015-T102756-LR445 _PSC,"['4Q51', '4Q450', '4Q379', '4Q266', '4Q282', '4Q203', '4Q44', '4Q403', '4Q57', '4Q172', '4Q39', '4Q287', '4Q177', '4Q419', '4Q286', '4Q267', '4Q51', '4Q537', '4Q58', '4Q158']"
457,P70-Fg008-R-C01-R01-D06092016-T141137-LR445 _PSC,"['4Q60', '4Q222', '4Q55', '4Q418', '4Q26', '4Q553', '4Q321a-190', '4Q299', '4Q299', '4Q177', '4Q51', '4Q418', '4Q55', '4Q418', '4Q209', '4Q213a', '4Q38c', '4Q418', '4Q26', '4Q418']"
458,P93-Fg068-R-C01-R01-D28052015-T095343-LR445 _PSC,"['4Q57', '4Q261', '4Q419', '4Q410', '4Q420', '4Q422', '4Q264', '4Q321', '4Q380', '4Q258', '4Q416', '4Q159', '4Q33', '2Q33', '4Q103', '4Q58', '4Q226', '4Q57', '4Q531', '4Q204']"
459,P79-Fg018-R-C01-R01-D23072014-T143436-LR445 _PSC,"['4Q226', '4Q531', '4Q381', '4Q103', '11Q6', '11Q18', 'Mas 1b', '4Q60', '4Q550', '4Q38c', '4Q5', '4Q57', '4Q34', '4Q161', '4Q436', '11Q17', '4Q437', '4Q34', '4Q27', '4Q23']"
460,P96-Fg046-R-C01-R01-D12082015-T093157-LR445 _PSC,"['4Q403', '4Q450', '4Q51', '4Q51', '4Q39', '4Q203', '4Q158', '4Q167', '4Q51', '4Q458', '4Q379', '4Q177', '4Q521', '4Q282', '4Q419', '4Q63', '4Q57', '4Q287', '4Q172', '4Q47']"
461,P91-Fg081-R-C01-R01-D31032015-T125320-LR445 _PSC,"['4Q365', '4Q418', '4Q418', '4Q209', '4Q418', '4Q553', '4Q53', '4Q407', '4Q417', '6Q18', '4Q418', '4Q213', '4Q51', '4Q253', '4Q380', '4Q418', '4Q418', '4Q418', '4Q176', '4Q418']"
462,P90-Fg039-R-C01-R01-D27042015-T102244-LR445 _PSC,"['4Q531', '11Q6', '4Q173', '4Q261', '4Q5', '4Q161', '4Q30', '4Q401', '4Q226', '4Q405', '4Q58', '4Q103', '4Q57', '4Q264', '4Q83', '4Q31', '4Q23', '4Q57', '4Q103', '11Q18']"
463,P8-Fg049-R-C01-R01-D23062015-T162801-LR445 _PSC,"['4Q558', '4Q391', '4Q502', '4Q382', '4Q502', '4Q208', '4Q208', '4Q208', '4Q502', '4Q382', '4Q382', '4Q502', '4Q208', '4Q196', '4Q382', '4Q382', '4Q196', '4Q224', '4Q208', '4Q223']"
464,P7-Fg079-R-C01-R01-D03042016-T100613-LR445 _PSC,"['4Q224', '4Q418', '4Q265', '4Q382', '4Q208', '4Q224', '4Q391', '4Q176', '4Q196', '4Q502', '4Q502', '4Q176', '4Q208', '4Q418', 'MUR38', '4Q391', '6Q7', '4Q382', '4Q223', '4Q196']"
465,P7-Fg069-R-C01-R01-D30032016-T145707-LR445 _PSC,"['4Q519', '4Q558', '4Q519', '4Q196', 'MUR48', '4Q519', '4Q558', '4Q196', '4Q558', '4Q519', '4Q382', 'MUR115', '4Q502', '6Q9', '4Q382', '4Q302', '11Q25', '4Q196', '6Q9', 'MUR48']"
466,P70-Fg060-R-C01-R01-D11092016-T101932-LR445 _PSC,"['4Q417', '4Q26', '4Q84', '4Q437', '4Q202', '4Q16', '4Q264', '4Q410', '2Q4', '4Q258', '4Q57', '4Q158', '4Q213a', '4Q416', '4Q261', '4Q51', '4Q159', '4Q55', '4Q553', '4Q420']"
467,P43-Fg071-R-C01-R01-D06122015-T113951-LR445 _PSC,"['4Q26', '2Q4', '4Q400', '4Q404', '4Q56', '4Q60', '11Q17', '4Q230', '4Q30', '4Q16', '4Q553', '4Q222', '4Q299', '4Q266', '4Q383', '4Q266', '4Q42', '4Q55', '4Q51', '4Q55']"
468,P95-Fg036-R-C01-R01-D06072015-T102913-LR445 _PSC,"['4Q521', '4Q39', '4Q158', '4Q379', '4Q381', '4Q381', '4Q57', '4Q51', '4Q51', '4Q287', '4Q286', '4Q167', '4Q381', '4Q267', '4Q537', '4Q423', '4Q33', '4Q167', '4Q51', '4Q39']"
469,P79-Fg051-R-C01-R01-D24072014-T124659-LR445 _PSC,"['4Q381', '4Q287', '4Q521', '4Q158', '4Q51', '4Q381', '4Q381', '4Q282', '4Q44', '4Q379', '4Q176', '4Q39', '4Q27', '4Q270', '4Q172', '4Q524', '4Q57', '4Q51', '4Q403', '4Q51']"
470,P90-Fg023-R-C01-R01-D26042015-T142949-LR445 _PSC,"['4Q299', '4Q264', '4Q47', '4Q177', '4Q27', '4Q60', '4Q161', '4Q418', '4Q173', '4Q111', '4Q51', '4Q177', '4Q161', '4Q174', '4Q30', '4Q403', '4Q402', '4Q57', '4Q299', '4Q213a']"
471,P43-Fg019-R-C01-R01-D07122015-T122857-LR445 _PSC,"['4Q264', '4Q26', '4Q420', '4Q321a-190', '4Q202', '4Q202', '4Q410', '4Q417', '4Q213a', '4Q103', '2Q4', '4Q553', '4Q84', '4Q158', '4Q383', '4Q62', '4Q261', '4Q299', '4Q418', '4Q177']"
472,P94-Fg067-R-C01-R01-D14062015-T123040-LR445 _PSC,"['4Q51', '4Q76', '4Q161', '4Q524', '4Q27', '4Q270', '4Q27', '4Q167', '4Q172', '4Q454', '4Q299', '4Q9999', '4Q254', '4Q51', '4Q403', '4Q524', '4Q51', '4Q521', '11Q17', '4Q111']"
473,P92-Fg018-R-C01-R01-D07052015-T094040-LR445 _PSC,"['4Q261', '4Q419', '4Q84', '4Q421', '4Q158', '4Q410', '4Q177', '4Q58', '4Q57', '4Q416', '4Q202', '4Q202', '4Q174', '4Q177', '4Q258', '11Q17', '4Q392', '4Q402', '4Q57', '4Q30']"
474,P91-Fg020-R-C01-R01-D29032015-T120426-LR445 _PSC,"['4Q418', '4Q266', '4Q173', '4Q51', '4Q51', '4Q87', '4Q177', '4Q111', '2Q1', '4Q521', '4Q536', '3Q8', '4Q57', '4Q87', '4Q403', '4Q364', '4Q85', '2Q13', '11Q13', '4Q51']"
475,P69-Fg055-R-C02-R01-D27122015-T135540-LR445 _PSC,"['4Q230', '11Q17', '4Q55', '2Q4', '4Q299', '4Q37', '4Q209', '4Q42', '4Q82', '4Q388', '4Q525', '4Q550', '4Q55', '4Q23', '4Q27', '4Q334', '4Q209', '4Q266', '4Q404', '4Q299']"
476,P72-Fg020-R-C01-R01-D30082015-T125538-LR445 _PSC,"['4Q423', '4Q419', '4Q214', '4Q206', '4Q364', '4Q84', '4Q537', '4Q58', '4Q284', '4Q266', '4Q282', '4Q98', '4Q416', '4Q94', '4Q57', '4Q275', '4Q51', '4Q524', '4Q287', '4Q57']"
477,P70-Fg039-R-C01-R01-D08092016-T093547-LR445 _PSC,"['11Q18', '4Q85', '4Q186', '4Q161', '4Q57', '4Q23', '4Q30', '4Q521', '4Q34', '4Q200', '4Q531', '4Q550', '11Q10', 'Mas 1b', '4Q58', '4Q543', 'Mas 1b', '4Q103', '4Q525', '4Q58']"
478,P75-Fg063-R-C01-R01-D30072014-T152222-LR445 _PSC,"['4Q214', '4Q418', '4Q382', '4Q382', 'MUR24', '4Q163', '4Q223', '4Q196', '4Q163', '4Q382', '4Q176', '4Q382', '4Q245', '4Q163', '4Q553', '6Q15', '4Q502', '4Q214', '4Q553', '4Q418']"
479,P92-Fg003-R-C01-R01-D06052015-T135542-LR445 _PSC,"['4Q364', '4Q243', '4Q106', '4Q51', '4Q364', '4Q525', '4Q81', '4Q364', '4Q27', '4Q17', '4Q426', '4Q51', '4Q51', '1Q8', '4Q95', '4Q33', '4Q27', '1Q8', '4Q99', '4Q385']"
480,P69-Fg033-R-C01-R01-D24122015-T123033-LR445 _PSC,"['2Q4', '4Q230', '4Q404', '4Q42', '11Q17', '4Q55', '4Q55', '4Q23', '4Q299', '4Q103', '4Q209', '4Q266', '4Q26', '4Q30', '4Q388', '4Q112', '4Q404', '4Q525', '4Q299', '4Q27']"
481,P90-Fg020-R-C01-R01-D26042015-T140423-LR445 _PSC,"['4Q42', '4Q405', '4Q252', '4Q31', '4Q263', '4Q34', '4Q450', '4Q57', '4Q177', '4Q58', '4Q57', '4Q30', '4Q365', '4Q32', '4Q537', '4Q421', '4Q373', '4Q161', '4Q5', '4Q23']"
482,P72-Fg040-R-C01-R01-D31082015-T094637-LR445 _PSC,"['4Q51', '4Q167', '4Q266', '4Q51', '4Q266', '4Q537', '4Q381', '4Q385', '4Q379', '4Q39', '4Q51', '4Q40', '4Q521', '4Q379', '4Q33', '4Q51', '4Q458', '4Q458', '4Q267', '4Q286']"
483,P8-Fg008-R-C01-R01-D22062015-T104853-LR445 _PSC,"['4Q196', 'MUR38', '4Q196', '4Q382', '4Q391', '4Q265', '4Q502', '6Q7', '4Q208', '4Q502', '4Q163', '4Q418', 'MUR41', '4Q208', '6Q18', '4Q224', '4Q176', '4Q196', '4Q223', '4Q223']"
484,P72-Fg027-R-C01-R01-D30082015-T135122-LR445 _PSC,"['4Q381', '4Q51', '4Q111', '4Q205', '4Q403', '4Q51', '4Q524', '4Q364', '4Q47', '4Q27', '4Q57', '4Q364', '1Q8', '4Q167', '4Q243', '4Q270', '4Q27', '4Q424', '4Q405', '4Q266']"
485,P96-Fg032-R-C01-R01-D11082015-T134228-LR445 _PSC,"['4Q299', '4Q47', '4Q174', '4Q264', '4Q57', '4Q177', '11Q18', '4Q299', '4Q383', '4Q266', '4Q60', '4Q111', '4Q209', '4Q173', '4Q85', '4Q479', '4Q213a', '4Q402', '4Q83', '4Q177']"
486,P90-Fg075-R-C01-R01-D28042015-T133702-LR445 _PSC,"['4Q323', '4Q177', '4Q299', '4Q204', '4Q550', '4Q55', '4Q550', '4Q550', '4Q107', '4Q556', '4Q30', '4Q392', '4Q436', '4Q204', '2Q33', '4Q213', '4Q38c', '4Q23', '4Q388', '4Q209']"
487,P94-Fg041-R-C01-R01-D11062015-T114656-LR445 _PSC,"['4Q364', '4Q40', '8Q5', '4Q33', '4Q27', '4Q167', '4Q33', '4Q27', '4Q429', '4Q537', '11Q17', '4Q51', '4Q95', '4Q429', '4Q81', '4Q27', '4Q51', '4Q426', '4Q51', '4Q17']"
488,P71-Fg024-R-C01-R01-D09092015-T114430-LR445 _PSC,"['4Q23', '4Q381', '4Q270', '4Q23', '4Q23', '4Q365', '4Q424', '4Q111', '4Q364', '4Q381', '4Q385', '4Q403', '4Q85', '4Q113', '4Q58', '4Q27', '4Q51', '4Q51', '4Q183', '4Q23']"
489,P70-Fg035-R-C01-R01-D07092016-T153312-LR445 _PSC,"['4Q321a-190', '4Q202', '4Q383', '4Q553', '4Q26', '4Q202', '4Q84', '4Q418', '4Q264', '4Q253', '4Q417', '4Q177', '4Q479', '2Q4', '4Q84', '4Q418', '4Q213a', '4Q299', '4Q418', '11Q25']"
490,P82-Fg047-R-C01-R01-D09102013-T134639-LR445 _ColorCalData_IAA_Both_CC110304_110702,"['4Q51', '4Q281', '4Q525', '4Q266', '4Q51', '4Q27', '4Q51', '4Q543', '4Q80', '4Q51', '3Q6', '4Q381', '4Q525', '4Q51', '4Q525', '4Q364', '4Q267', '4Q51', '4Q365', '4Q80']"
491,P91-Fg060-R-C01-R01-D31032015-T091439-LR445 _PSC,"['4Q26', '4Q550', '4Q550', '4Q16', '4Q209', '4Q550', '2Q4', '4Q323', '4Q230', '4Q321', '4Q37', '4Q212', '11Q17', '4Q417', '4Q266', '4Q330', '4Q546', '4Q37', '4Q27', '4Q209']"
492,P91-Fg075-R-C01-R01-D31032015-T111642-LR445 _PSC,"['4Q266', '4Q383', '4Q321a-190', '4Q479', '4Q264', '4Q51', '4Q418', '4Q87', '4Q266', '4Q299', '4Q213a', '4Q299', '4Q51', '4Q177', '2Q22', '4Q84', '4Q418', '4Q60', '2Q4', '4Q73']"
493,P95-Fg054-R-C03-R01-D07072015-T093212-LR445 _PSC,"['4Q270', '4Q112', '4Q177', '4Q419', '4Q421', '4Q27', '4Q58', '4Q423', '4Q266', '4Q51', '4Q202', '4Q167', '4Q403', '4Q450', '4Q418', '4Q173', '4Q51', '4Q84', '4Q57', '4Q364']"
494,P8-Fg093-R-C01-R01-D29062015-T141154-LR445 _PSC,"['4Q196', '4Q502', 'MUR41', '6Q18', '4Q224', '4Q208', '4Q223', '6Q16', '4Q502', '4Q196', '6Q16', '4Q224', '4Q207', '4Q502', '4Q196', '4Q196', '4Q502', '4Q382', '4Q208', '4Q418']"
495,P7-Fg007-R-C01-R01-D28032016-T134802-LR445 _PSC,"['4Q196', '6Q9', '4Q519', '4Q502', '4Q196', 'MUR48', '4Q519', '4Q519', '4Q382', '4Q558', 'MUR48', '4Q382', '4Q558', 'MUR115', '4Q558', '4Q196', '6Q26', '4Q519', '6Q26', 'MUR41']"
496,P69-Fg013-R-C01-R01-D23122015-T145154-LR445 _PSC,"['4Q221', '4Q305', '4Q23', '4Q525', '4Q530', '4Q23', '4Q581', '4Q531', '4Q388', '4Q550', '4Q471', '4Q206', '4Q380', '4Q561', '4Q184', '11Q15', '4Q381', '11Q21', '4Q60', '4Q418']"
497,P70-Fg043-R-C01-R01-D08092016-T102641-LR445 _PSC,"['4Q19', '4Q531', '4Q388', '4Q284', '4Q531', '11Q17', '4Q57', '4Q160', '4Q78', '4Q33', '11Q17', '4Q287', '4Q522', '4Q418', '4Q421', '4Q258', '4Q521', '4Q160', '11Q17', '4Q405']"
498,P43-Fg039-R-C01-R01-D01122015-T150835-LR445 _PSC,"['4Q223', '4Q540', '4Q208', '4Q572', '4Q23', '4Q23', '4Q196', '4Q500', '4Q23', '4Q502', '4Q302', '4Q196', '4Q107', '4Q391', '4Q502', '4Q484', '4Q391', '4Q382', '4Q37', 'MUR48']"
499,P76-Fg047-R-C01-R01-D06082014-T093853-LR445 _PSC,"['4Q23', '4Q243', '4Q364', '4Q389', '4Q321', '4Q161', '4Q521', '4Q381', '4Q27', '4Q105', '4Q381', '4Q27', '4Q522', '11Q11', '4Q365', '4Q364', 'WS1', '4Q51', '4Q47', '4Q429']"
500,P76-Fg014-R-C01-R01-D05082014-T113012-LR445 _PSC,"['4Q531', '4Q80', '4Q57', '4Q176', '4Q418', '4Q423', '4Q270', '4Q307', '4Q208', '4Q163', '4Q44', '4Q23', '4Q502', '4Q15', '4Q37', '4Q418', '4Q87', '4Q547', '4Q51', '4Q213']"
501,P75-Fg003-R-C01-R01-D29072014-T124701-LR445 _PSC,"['4Q284', '4Q261', '4Q19', '4Q423', '4Q502', '4Q266', '4Q265', '4Q531', '4Q269', '4Q543', '4Q56', '4Q584', '4Q437', '4Q265', '4Q80', '4Q423', '4Q52', '4Q266', '4Q266', '4Q307']"
502,P96-Fg010-R-C01-R01-D11082015-T101001-LR445 _PSC,"['4Q429', '4Q270', '4Q51', '4Q401', '4Q51', '4Q10', '4Q32', '4Q364', '4Q381', '4Q182', '4Q279', '4Q270', '4Q51', '4Q161', '4Q402', '4Q99', '4Q266', '4Q381', '4Q57', '4Q434']"
503,P75-Fg021-R-C01-R01-D29072014-T152120-LR445 _PSC,"['4Q34', '4Q305', '4Q388', '4Q364', '4Q23', '4Q221', '4Q421', '4Q561', '11Q15', '4Q531', '2Q4', '4Q176', '4Q471', '4Q536', '4Q392', '4Q34', '11Q16', '4Q287', '11Q17', '4Q418']"
504,P43-Fg002-R-C01-R01-D30112015-T115054-LR445 _PSC,"['4Q60', '4Q530', '4Q146', '4Q47', '4Q530', '4Q23', '4Q413', '4Q418', '4Q545', '4Q221', '4Q415', '4Q220', '4Q256', '4Q221', '4Q23', '4Q561', '4Q561', '4Q307', '4Q221', '4Q525']"
505,P75-Fg030-R-C01-R01-D30072014-T101209-LR445 _PSC,"['4Q423', '4Q404', '4Q51', '4Q47', '4Q87', '4Q531', '4Q161', '4Q57', '4Q379', '4Q266', '4Q33', '4Q405', '4Q381', '4Q258', '4Q10', '4Q65', '4Q112', '4Q42', '4Q197', '4Q44']"
506,P79-Fg007-R-C01-R01-D23072014-T130223-LR445 _PSC,"['1Q28b-664', '4Q525', '4Q23', '4Q10', '2Q23', '4Q51', '4Q7', '2Q23', '4Q504', '4Q223', '4Q416', '4Q7', '4Q213', '4Q73', '4Q61', '4Q69', '4Q364', '4Q23', '4Q72', '4Q73']"
507,P69-Fg012-R-C01-R01-D23122015-T144331-LR445 _PSC,"['4Q42', '4Q543', '4Q437', '4Q471', '4Q206', '4Q300', '4Q220', '4Q37', '4Q437', '11Q18', '4Q206', '4Q380', '4Q146', '4Q550', '4Q581', '4Q530', '4Q221', '4Q213', '4Q23', '4Q60']"
508,P82-Fg045-R-C01-R01-D09102013-T132840-LR445 _ColorCalData_IAA_Both_CC110304_110702,"['11Q18', '4Q87', '11Q6', '2Q2', '4Q112', '4Q47', '4Q402', '11Q18', '4Q390', '4Q200', '11Q18', '4Q57', '2Q2', '11Q18', '4Q44', '4Q167', '4Q521', '11Q17', '11Q7', '4Q51']"
509,P581-Fg019-R-C01-R01-D06022014-T144116-LR445 _ColorCalData_IAA_Both_CC110304_110702,"['4Q81', '4Q51', '4Q429', '4Q27', '4Q381', '4Q76', '4Q364', '4Q182', '4Q206', '4Q99', '4Q270', '4Q401', '4Q381', '4Q426', '4Q51', '4Q525', '4Q10', '4Q57', '4Q51', '4Q279']"
510,P94-Fg072-R-C01-R01-D14062015-T131524-LR445 _PSC,"['4Q522', '4Q521', '4Q531', '4Q47', '4Q87', '4Q416', '4Q112', '4Q82', '4Q256', '4Q60', '4Q561', '4Q531', '4Q405', '4Q388', '11Q18', '4Q561', '4Q197', '4Q177', '4Q530', '4Q545']"
511,P82-Fg079-R-C01-R01-D13102013-T153237-LR445 _ColorCalData_IAA_Both_CC110304_110702,"['MUR59', '4Q360', '4Q51', '4Q379', '4Q167', '4Q51', '4Q267', '4Q176', '4Q402', '4Q51', '4Q163', '3Q4', '4Q266', '4Q458', '4Q266', '4Q261', '4Q51', '4Q266', '4Q379', '4Q23']"
512,P71-Fg007-R-C01-R01-D08092015-T150406-LR445 _PSC,"['4Q51', '4Q381', '4Q105', '4Q321', '4Q158', '4Q47', '4Q266', '4Q51', '4Q161', '2Q2', '4Q521', '4Q99', '4Q23', '4Q57', '4Q537', '4Q57', '4Q51', '4Q51', '4Q10', '4Q27']"
513,P581-Fg003-R-C01-R01-D06022014-T115658-LR445 _ColorCalData_IAA_Both_CC110304_110702,"['4Q112', 'Mas 1b', '4Q531', '4Q30', '4Q13', '4Q197', '4Q34', '11Q6', '4Q531', '4Q256', '4Q392', '4Q402', '4Q23', '4Q305', '4Q525', '4Q394', '4Q23', '4Q47', '4Q58', '4Q82']"
514,P95-Fg058-R-C01-R01-D07072015-T101535-LR445 _PSC,"['4Q13', '4Q32', '4Q82', '4Q531', '4Q34', '4Q460', '4Q51', '4Q178', '4Q23', '4Q321', '4Q392', '4Q47', '4Q197', '4Q525', '4Q161', '4Q365', '4Q510', '4Q531', '4Q418', '4Q112']"
515,P43-Fg054-R-C01-R01-D03122015-T114732-LR445 _PSC,"['4Q23', '4Q221', '4Q525', '4Q418', '4Q550', '4Q305', '4Q60', '11Q6', '4Q381', '4Q381', '4Q550', 'Mas 1b', '4Q30', '4Q381', '4Q388', '4Q421', '4Q530', '4Q531', '4Q51', '4Q176']"
